customer_id,first_purchase,last_purchase,purchase_count,total_spent,avg_order_value,std_order_value,num_transactions,customer_lifetime_days
CUST00059,2023-01-01,2024-12-28,400,30376.4,75.941,62.176070705867666,400,727
CUST00060,2023-01-01,2024-12-31,356,27348.91,76.8227808988764,68.93337321200568,356,730
CUST00061,2023-01-06,2024-12-29,393,29550.68,75.19256997455471,67.2128213728511,393,723
CUST00062,2023-01-01,2024-12-29,375,27519.13,73.38434666666667,59.06577011239597,375,728
CUST00063,2023-01-01,2024-12-27,395,32553.89,82.41491139240506,68.37389219718766,395,726
CUST00064,2023-01-01,2024-12-31,375,29199.2,77.86453333333334,67.13705852200799,375,730
CUST00065,2023-01-03,2024-12-31,413,34291.57,83.03043583535108,72.65936772874942,413,728
CUST00066,2023-01-01,2024-12-29,384,28735.01,74.83075520833333,66.74119932949901,384,728
CUST00067,2023-01-01,2024-12-31,400,28810.76,72.0269,65.44511691264117,400,730
CUST00068,2023-01-02,2024-12-30,368,26752.7,72.69755434782608,67.34763574817585,368,728
CUST00069,2023-01-01,2024-12-29,376,27423.34,72.93441489361702,65.51641249989763,376,728
CUST00070,2023-01-01,2024-12-31,407,30976.37,76.1090171990172,66.6664571274661,407,730
CUST00071,2023-01-01,2024-12-31,356,26059.68,73.20134831460675,64.38728276046068,356,730
CUST00072,2023-01-02,2024-12-31,434,32282.55,74.38375576036866,68.86313365549637,434,729
CUST00073,2023-01-01,2024-12-26,378,28155.47,74.48537037037038,64.50844220445069,378,725
CUST00074,2023-01-01,2024-12-31,391,27965.45,71.52289002557545,61.48222948250298,391,730
CUST00075,2023-01-02,2024-12-26,387,27730.19,71.65423772609819,61.16328532829635,387,724
CUST00076,2023-01-06,2024-12-29,366,27809.329999999998,75.98177595628415,68.74865696412974,366,723
CUST00077,2023-01-02,2024-12-29,356,25369.03,71.2613202247191,58.227054736801826,356,727
CUST00078,2023-01-01,2024-12-31,377,27163.15,72.05079575596817,68.57251326463772,377,730
CUST00079,2023-01-03,2024-12-27,387,27792.12,71.81426356589147,60.84505490494946,387,724
CUST00080,2023-01-13,2024-12-31,378,27721.07,73.33616402116402,70.53565956586867,378,718
CUST00081,2023-01-02,2024-12-27,396,27797.44,70.19555555555556,62.499233210036074,396,725
CUST00082,2023-01-01,2024-12-31,392,29195.57,74.47849489795918,69.2447368920046,392,730
CUST00083,2023-01-02,2024-12-31,393,26679.88,67.88773536895674,58.563320599187875,393,729
CUST00084,2023-01-01,2024-12-30,397,31278.16,78.78629722921914,66.6151896800073,397,729
CUST00085,2023-01-01,2024-12-31,402,30707.61,76.3870895522388,69.13116511575144,402,730
CUST00086,2023-01-02,2024-12-31,406,29623.3,72.96379310344827,62.33765975000747,406,729
CUST00087,2023-01-02,2024-12-31,397,30069.16,75.74095717884131,66.15665664370755,397,729
CUST00088,2023-01-02,2024-12-31,405,31814.59,78.55454320987654,69.6505317273473,405,729
CUST00089,2023-01-01,2024-12-30,324,24344.17,75.13632716049382,62.1410462885596,324,729
CUST00090,2023-01-03,2024-12-27,381,28366.41,74.45251968503936,68.51438101405967,381,724
CUST00091,2023-01-04,2024-12-29,360,27574.45,76.59569444444445,66.27019948594072,360,725
CUST00092,2023-01-04,2024-12-31,375,27783.14,74.08837333333334,64.47134954007093,375,727
CUST00093,2023-01-01,2024-12-31,354,26610.01,75.16951977401129,67.08402794370036,354,730
CUST00094,2023-01-01,2024-12-31,373,30440.99,81.61123324396783,66.95087626673472,373,730
CUST00095,2023-01-01,2024-12-28,387,28416.06,73.42651162790698,63.26996238651018,387,727
CUST00096,2023-01-01,2024-12-30,406,30603.86,75.37896551724138,64.69540019837913,406,729
CUST00097,2023-01-01,2024-12-29,367,27482.39,74.88389645776567,66.54380813751794,367,728
CUST00098,2023-01-07,2024-12-31,386,30269.6,78.41865284974092,73.90004884977179,386,724
CUST00099,2023-01-01,2024-12-29,424,31266.92,73.7427358490566,65.43846618618164,424,728
CUST00100,2023-01-03,2024-12-29,375,28134.01,75.02402666666666,63.634524476893496,375,726
CUST00101,2023-01-01,2024-12-31,380,30345.63,79.85692105263158,71.95642707285697,380,730
CUST00102,2023-01-03,2024-12-31,364,26325.07,72.32162087912087,64.1807698975187,364,728
CUST00103,2023-01-02,2024-12-31,387,28164.67,72.77692506459948,65.86322898817107,387,729
CUST00104,2023-01-01,2024-12-31,381,25910.86,68.00750656167979,60.14742562044036,381,730
CUST00105,2023-01-04,2024-12-31,403,27793.41,68.96627791563276,64.45383579970786,403,727
CUST00106,2023-01-02,2024-12-28,366,26506.71,72.42270491803278,68.50458708813177,366,726
CUST00107,2023-01-05,2024-12-31,442,30107.46,68.11642533936651,61.12508040332551,442,726
CUST00108,2023-01-02,2024-12-27,388,29187.86,75.22644329896907,70.82326235550264,388,725
CUST00109,2023-01-01,2024-12-28,369,30253.91,81.98891598915989,72.27412815797668,369,727
CUST00110,2023-01-01,2024-12-31,410,33239.32,81.07151219512195,72.86934814399103,410,730
CUST00111,2023-01-06,2024-12-31,421,33584.27,79.77261282660332,67.50752831256054,421,725
CUST00112,2023-01-04,2024-12-31,341,26716.53,78.34759530791789,71.26199289837122,341,727
CUST00113,2023-01-06,2024-12-31,368,26643.15,72.39986413043479,64.60922989573477,368,725
CUST00114,2023-01-01,2024-12-31,373,29147.63,78.14378016085792,68.02444849017449,373,730
CUST00115,2023-01-01,2024-12-31,402,27813.94,69.18890547263682,63.66098100516257,402,730
CUST00116,2023-01-01,2024-12-29,380,26641.78,70.10994736842105,65.81112980590501,380,728
CUST00117,2023-01-02,2024-12-29,378,29126.22,77.05349206349207,65.49728958270187,378,727
CUST00118,2023-01-03,2024-12-30,408,30496.46,74.74622549019608,68.29130837792381,408,727
CUST00119,2023-01-05,2024-12-31,377,29508.98,78.27315649867374,70.79698833118069,377,726
CUST00120,2023-01-10,2024-12-31,380,27973.53,73.61455263157895,68.95339654469525,380,721
CUST00121,2023-01-03,2024-12-29,378,30015.07,79.40494708994709,65.44686866991772,378,726
CUST00122,2023-01-03,2024-12-30,403,29783.45,73.90434243176179,66.29675746595277,403,727
CUST00123,2023-01-02,2024-12-30,375,27053.27,72.14205333333334,61.31546904031241,375,728
CUST00124,2023-01-03,2024-12-31,388,30459.62,78.50417525773196,63.16956052024287,388,728
CUST00125,2023-01-02,2024-12-25,396,28479.31,71.9174494949495,62.29261406375701,396,723
CUST00126,2023-01-02,2024-12-27,392,28721.420000000002,73.26892857142857,68.92833260479865,392,725
CUST00127,2023-01-02,2024-12-27,385,29719.81,77.19431168831169,66.99448778325045,385,725
CUST00128,2023-01-03,2024-12-30,353,24913.81,70.57736543909348,60.90806313360408,353,727
CUST00129,2023-01-02,2024-12-28,380,28548.78,75.12836842105263,71.15937238018621,380,726
CUST00130,2023-01-03,2024-12-31,358,28307.14,79.07022346368714,67.79163373065653,358,728
CUST00131,2023-01-04,2024-12-27,405,31042.21,76.64743209876544,64.86302487064383,405,723
CUST00132,2023-01-03,2024-12-30,389,30804.03,79.18773778920308,70.15573634630236,389,727
CUST00133,2023-01-03,2024-12-30,394,26015.88,66.03015228426396,59.6302163740109,394,727
CUST00134,2023-01-01,2024-12-31,420,32096.13,76.41935714285715,72.21135651907952,420,730
CUST00135,2023-01-06,2024-12-29,386,30398.57,78.75277202072539,72.10212558665745,386,723
CUST00136,2023-01-06,2024-12-28,380,29223.27,76.90334210526316,68.7969170716493,380,722
CUST00137,2023-01-03,2024-12-30,368,27164.08,73.8154347826087,69.49490870204282,368,727
CUST00138,2023-01-02,2024-12-30,407,29665.46,72.8881081081081,64.86598381481733,407,728
CUST00139,2023-01-01,2024-12-31,426,32761.57,76.90509389671361,65.8754419339344,426,730
CUST00140,2023-01-03,2024-12-31,371,31636.010000000002,85.2722641509434,72.16530559123255,371,728
CUST00141,2023-01-04,2024-12-31,410,31826.83,77.62641463414634,70.93329753260919,410,727
CUST00142,2023-01-02,2024-12-31,374,29525.43,78.94500000000001,68.62057245028512,374,729
CUST00143,2023-01-01,2024-12-31,425,30875.77,72.6488705882353,63.664813822114006,425,730
CUST00144,2023-01-06,2024-12-27,383,26896.7,70.22637075718016,63.46914125182709,383,721
CUST00145,2023-01-03,2024-12-26,370,27115.55,73.28527027027027,65.89338137069109,370,723
CUST00146,2023-01-02,2024-12-31,398,31255.42,78.53120603015076,72.23618307777,398,729
CUST00147,2023-01-03,2024-12-30,376,26680.21,70.95800531914894,62.47434124191016,376,727
CUST00148,2023-01-03,2024-12-28,373,26351.47,70.6473726541555,61.050446847527624,373,725
CUST00149,2023-01-02,2024-12-30,350,26091.71,74.54774285714285,65.11396433657097,350,728
CUST00150,2023-01-01,2024-12-29,381,29507.72,77.44808398950131,65.87878118382739,381,728
CUST00151,2023-01-01,2024-12-26,406,33958.41,83.6414039408867,73.87834715610462,406,725
CUST00152,2023-01-01,2024-12-31,398,28951.83,72.74329145728643,67.85942660614913,398,730
CUST00153,2023-01-02,2024-12-28,405,30787.32,76.01807407407408,69.01114056816662,405,726
CUST00154,2023-01-02,2024-12-25,388,29442.42,75.88252577319587,63.97171191539999,388,723
CUST00155,2023-01-02,2024-12-27,391,31970.16,81.76511508951407,73.44989952638085,391,725
CUST00156,2023-01-02,2024-12-30,408,32063.8,78.5877450980392,66.52534968473961,408,728
CUST00157,2023-01-03,2024-12-30,351,27824.76,79.2728205128205,70.79163045985617,351,727
CUST00158,2023-01-03,2024-12-29,379,27639.61,72.92773087071241,62.339927616742635,379,726
CUST00159,2023-01-03,2024-12-31,376,25391.57,67.53077127659574,60.72138289326268,376,728
CUST00160,2023-01-01,2024-12-31,377,29672.69,78.70740053050397,70.01745582984547,377,730
CUST00161,2023-01-08,2024-12-31,379,28130.84,74.22385224274406,65.42402508762312,379,723
CUST00162,2023-01-01,2024-12-31,387,28577.82,73.84449612403101,65.34922164318257,387,730
CUST00163,2023-01-01,2024-12-31,362,27519.07,76.01953038674033,66.07755353327096,362,730
CUST00164,2023-01-02,2024-12-30,377,26912.62,71.3862599469496,66.6118315321726,377,728
CUST00165,2023-01-01,2024-12-31,411,31195.57,75.9016301703163,68.07722002162436,411,730
CUST00166,2023-01-04,2024-12-30,412,31114.82,75.5214077669903,65.30134521262059,412,726
CUST00167,2023-01-02,2024-12-31,385,28512.92,74.05953246753246,68.4557287655497,385,729
CUST00168,2023-01-02,2024-12-31,376,27266.04,72.51606382978724,63.98668431842084,376,729
CUST00169,2023-01-01,2024-12-31,411,30902.64,75.18890510948906,66.57618172947696,411,730
CUST00170,2023-01-01,2024-12-31,387,29620.56,76.53891472868217,70.28569644845246,387,730
CUST00171,2023-01-04,2024-12-30,377,27874.86,73.93862068965517,67.2344382351379,377,726
CUST00172,2023-01-04,2024-12-31,403,30985.62,76.88739454094292,65.41120188659907,403,727
CUST00173,2023-01-03,2024-12-30,392,29424.65,75.06288265306122,68.84498179065793,392,727
CUST00174,2023-01-02,2024-12-30,386,27811.61,72.0508031088083,63.77957811923519,386,728
CUST00175,2023-01-01,2024-12-31,371,31174.03,84.02703504043126,73.21423469145553,371,730
CUST00176,2023-01-02,2024-12-29,372,27024.16,72.64559139784946,63.61604862380601,372,727
CUST00177,2023-01-01,2024-12-29,369,28826.9,78.12168021680218,66.44747921819013,369,728
CUST00178,2023-01-01,2024-12-24,400,31552.35,78.880875,70.39292327786498,400,723
CUST00179,2023-01-02,2024-12-31,353,27080.43,76.71509915014164,71.61394502623254,353,729
CUST00180,2023-01-02,2024-12-20,369,27400.46,74.2559891598916,66.78245331541788,369,718
CUST00181,2023-01-06,2024-12-28,384,27701.92,72.14041666666667,66.02836873369449,384,722
CUST00182,2023-01-07,2024-12-31,370,26079.43,70.48494594594595,63.913530861882776,370,724
CUST00183,2023-01-01,2024-12-31,358,28087.22,78.4559217877095,71.92762260943962,358,730
CUST00184,2023-01-02,2024-12-28,383,27192.66,70.99911227154047,66.61116664043202,383,726
CUST00185,2023-01-08,2024-12-31,398,29177.47,73.31022613065326,65.29890827852233,398,723
CUST00186,2023-01-01,2024-12-30,390,26556.66,68.094,61.87341318388,390,729
CUST00187,2023-01-02,2024-12-30,384,25538.45,66.50638020833334,57.499795991657386,384,728
CUST00188,2023-01-02,2024-12-30,369,27019.55,73.22371273712737,65.20908152722116,369,728
CUST00189,2023-01-01,2024-12-27,374,29052.83,77.68136363636364,67.67754607628461,374,726
CUST00190,2023-01-02,2024-12-31,405,30180.27,74.51918518518518,68.5242401143225,405,729
CUST00191,2023-01-04,2024-12-30,404,28222.43,69.8575,59.83195136303168,404,726
CUST00192,2023-01-01,2024-12-31,399,29358.83,73.58102756892231,65.56444237325073,399,730
CUST00193,2023-01-06,2024-12-28,400,30585.45,76.46362500000001,68.55545627864576,400,722
CUST00194,2023-01-01,2024-12-31,396,26741.29,67.5285101010101,61.328323264894834,396,730
CUST00195,2023-01-01,2024-12-31,401,29546.14,73.68114713216957,67.89012665830573,401,730
CUST00196,2023-01-07,2024-12-30,365,27352.39,74.93805479452054,61.21380223318225,365,723
CUST00197,2023-01-05,2024-12-31,394,29289.81,74.3396192893401,64.60386274468487,394,726
CUST00198,2023-01-07,2024-12-27,369,24507.94,66.41718157181572,60.19805069312683,369,720
CUST00199,2023-01-04,2024-12-29,365,29088.09,79.69339726027397,71.76657822388762,365,725
CUST00200,2023-01-02,2024-12-28,356,28318.65,79.54676966292135,67.31025880383874,356,726
CUST00201,2023-01-03,2024-12-29,396,29820.85,75.30517676767677,65.07765232879026,396,726
CUST00202,2023-01-04,2024-12-28,376,29627.44,78.7963829787234,71.30492361271838,376,724
CUST00203,2023-01-04,2024-12-27,377,27049.46,71.74923076923076,64.53961875082973,377,723
CUST00204,2023-01-02,2024-12-30,398,30479.61,76.58193467336683,69.59542089532711,398,728
CUST00205,2023-01-03,2024-12-31,391,27660.68,70.74342710997442,61.60809188459497,391,728
CUST00206,2023-01-06,2024-12-30,370,28936.55,78.20689189189189,69.41046991393962,370,724
CUST00207,2023-01-03,2024-12-23,369,31120.89,84.33845528455285,70.10244446250246,369,720
CUST00208,2023-01-03,2024-12-28,382,27990.17,73.27269633507854,64.21497610957032,382,725
CUST00209,2023-01-08,2024-12-29,365,26534.61,72.69756164383561,67.17204283642343,365,721
CUST00210,2023-01-04,2024-12-31,377,26810.58,71.11559681697614,67.38083123801881,377,727
CUST00211,2023-01-03,2024-12-31,379,29076.74,76.71963060686016,70.55135231977415,379,728
CUST00212,2023-01-02,2024-12-31,384,28237.18,73.53432291666667,64.88711355937926,384,729
CUST00213,2023-01-02,2024-12-31,409,29574.43,72.30911980440098,66.03166299102735,409,729
CUST00214,2023-01-05,2024-12-31,430,30716.5,71.43372093023255,71.81097267719618,430,726
CUST00215,2023-01-04,2024-12-29,403,27998.65,69.4755583126551,64.4834599516556,403,725
CUST00216,2023-01-01,2024-12-30,364,28225.07,77.5414010989011,69.92285272565199,364,729
CUST00217,2023-01-03,2024-12-31,409,30243.39,73.94471882640586,65.71873921718027,409,728
CUST00218,2023-01-03,2024-12-29,433,33051.2,76.33071593533487,64.23424657494682,433,726
CUST00219,2023-01-05,2024-12-31,407,28854.78,70.89626535626536,63.30743557297173,407,726
CUST00220,2023-01-02,2024-12-28,393,30084.6,76.55114503816793,68.45235554795094,393,726
CUST00221,2023-01-02,2024-12-31,399,30671.11,76.86994987468672,66.39547019798523,399,729
CUST00222,2023-01-02,2024-12-30,372,28852.03,77.55922043010753,68.23108879657698,372,728
CUST00223,2023-01-01,2024-12-31,378,27753.48,73.42190476190476,64.89286636129636,378,730
CUST00224,2023-01-01,2024-12-31,428,29853.75,69.7517523364486,64.2718016990611,428,730
CUST00225,2023-01-02,2024-12-30,396,29662.54,74.90540404040404,60.92958000082428,396,728
CUST00226,2023-01-04,2024-12-31,383,29679.6,77.49242819843342,68.2511441102687,383,727
CUST00227,2023-01-01,2024-12-31,381,27095.95,71.11797900262468,66.65591360316984,381,730
CUST00228,2023-01-05,2024-12-31,397,29764.88,74.9745088161209,68.12948560024941,397,726
CUST00229,2023-01-02,2024-12-30,399,29985.18,75.15082706766917,65.47892051436325,399,728
CUST00230,2023-01-04,2024-12-31,379,27671.26,73.01124010554089,60.58174865544236,379,727
CUST00231,2023-01-01,2024-12-31,403,28725.64,71.27950372208437,59.460470202215184,403,730
CUST00232,2023-01-03,2024-12-31,399,29601.21,74.1884962406015,66.51649558696107,399,728
CUST00233,2023-01-01,2024-12-31,411,30522.08,74.2629683698297,67.19352694177176,411,730
CUST00234,2023-01-02,2024-12-26,392,28542.9,72.81352040816327,68.16259720066604,392,724
CUST00235,2023-01-02,2024-12-31,347,26526.11,76.44412103746397,65.90936399230158,347,729
CUST00236,2023-01-01,2024-12-31,397,28820.17,72.59488664987406,59.86439209335394,397,730
CUST00237,2023-01-01,2024-12-30,375,25565.27,68.17405333333333,60.46792446751347,375,729
CUST00238,2023-01-06,2024-12-31,395,31125.66,78.79913924050634,68.81609650614824,395,725
CUST00239,2023-01-02,2024-12-31,366,27499.48,75.1351912568306,64.74209996840914,366,729
CUST00240,2023-01-02,2024-12-27,398,32175.84,80.84381909547739,68.97382945443516,398,725
CUST00241,2023-01-01,2024-12-31,353,27560.24,78.0743342776204,66.6667758261819,353,730
CUST00242,2023-01-01,2024-12-31,413,33207.15,80.4047215496368,69.86548780093482,413,730
CUST00243,2023-01-01,2024-12-30,392,33034.19,84.27089285714287,75.654516859178,392,729
CUST00244,2023-01-02,2024-12-24,390,27407.35,70.2752564102564,62.09261588436573,390,722
CUST00245,2023-01-02,2024-12-31,333,25613.88,76.91855855855856,71.71424418062229,333,729
CUST00246,2023-01-01,2024-12-31,424,32608.41,76.90662735849057,70.11606888596627,424,730
CUST00247,2023-01-01,2024-12-29,389,29596.82,76.08437017994858,74.22473894233978,389,728
CUST00248,2023-01-01,2024-12-31,363,28377.74,78.17559228650138,70.06949548587792,363,730
CUST00249,2023-01-01,2024-12-31,376,30328.07,80.65976063829787,65.9128467655779,376,730
CUST00250,2023-01-01,2024-12-29,404,32936.87,81.52690594059406,72.60365705970152,404,728
CUST00251,2023-01-01,2024-12-31,403,29572.39,73.38062034739454,64.53311378269167,403,730
CUST00252,2023-01-02,2024-12-31,395,30187.6,76.42430379746835,66.59663374069856,395,729
CUST00253,2023-01-01,2024-12-31,385,27556.32,71.57485714285714,59.680676691514996,385,730
CUST00254,2023-01-01,2024-12-31,377,26829.14,71.1648275862069,64.98315148686112,377,730
CUST00255,2023-01-01,2024-12-27,369,28179.8,76.3680216802168,66.6580040787331,369,726
CUST00256,2023-01-01,2024-12-31,350,27320.54,78.05868571428572,70.34225898713969,350,730
CUST00257,2023-01-01,2024-12-31,378,28453.73,75.27441798941798,69.04055102426862,378,730
CUST00258,2023-01-03,2024-12-31,400,29267.65,73.16912500000001,63.00575578182098,400,728
CUST00259,2023-01-06,2024-12-29,435,31983.57,73.52544827586208,67.83305123996999,435,723
CUST00260,2023-01-01,2024-12-31,434,31741.3,73.13663594470046,67.26777466087003,434,730
CUST00261,2023-01-01,2024-12-29,403,30364.37,75.34583126550868,70.69672320997753,403,728
CUST00262,2023-01-02,2024-12-30,402,31339.7,77.95945273631841,64.05046937479207,402,728
CUST00263,2023-01-03,2024-12-30,378,28272.51,74.795,69.55895169858326,378,727
CUST00264,2023-01-02,2024-12-30,374,26326.74,70.39235294117647,62.448808198292824,374,728
CUST00265,2023-01-03,2024-12-30,410,30159.0,73.55853658536586,68.44995456539597,410,727
CUST00266,2023-01-01,2024-12-31,397,30695.5,77.31863979848866,73.23230879315145,397,730
CUST00267,2023-01-04,2024-12-30,415,30929.48,74.52886746987951,67.19559969432149,415,726
CUST00268,2023-01-02,2024-12-30,372,26393.06,70.94908602150538,61.44361193988351,372,728
CUST00269,2023-01-01,2024-12-29,418,31144.53,74.50844497607655,68.13237134896788,418,728
CUST00270,2023-01-02,2024-12-31,399,31029.06,77.76706766917293,72.45454187186779,399,729
CUST00271,2023-01-01,2024-12-29,379,26433.56,69.74554089709763,65.41437974294143,379,728
CUST00272,2023-01-03,2024-12-29,435,34546.05,79.41620689655173,69.26548582015288,435,726
CUST00273,2023-01-01,2024-12-31,404,29923.48,74.0680198019802,64.80644248937477,404,730
CUST00274,2023-01-10,2024-12-27,419,31780.59,75.84866348448688,63.377352075518154,419,717
CUST00275,2023-01-10,2024-12-30,366,27719.28,75.73573770491802,68.88149204767979,366,720
CUST00276,2023-01-01,2024-12-30,411,31572.52,76.81878345498784,71.7221896913791,411,729
CUST00277,2023-01-01,2024-12-30,353,27185.04,77.0114447592068,70.7975039196935,353,729
CUST00278,2023-01-02,2024-12-30,395,28032.18,70.96754430379747,63.136859396968916,395,728
CUST00279,2023-01-01,2024-12-31,397,31875.46,80.29083123425693,71.3440098216985,397,730
CUST00280,2023-01-03,2024-12-29,390,28798.21,73.8415641025641,66.23393863504025,390,726
CUST00281,2023-01-01,2024-12-29,414,30710.86,74.18082125603866,64.16517207799322,414,728
CUST00282,2023-01-01,2024-12-31,405,30372.85,74.99469135802468,67.484502215863,405,730
CUST00283,2023-01-01,2024-12-30,405,32312.73,79.78451851851852,73.12679136218472,405,729
CUST00284,2023-01-02,2024-12-31,397,31806.44,80.1169773299748,73.73516235218463,397,729
CUST00285,2023-01-03,2024-12-31,372,29426.97,79.10475806451613,69.1375428081428,372,728
CUST00286,2023-01-03,2024-12-31,388,27406.83,70.63615979381444,64.66625260752302,388,728
CUST00287,2023-01-01,2024-12-29,374,25843.4,69.10000000000001,57.17585117548098,374,728
CUST00288,2023-01-02,2024-12-31,406,28976.65,71.37105911330049,62.565844507011256,406,729
CUST00289,2023-01-02,2024-12-31,394,29218.98,74.15984771573603,63.50509025280935,394,729
CUST00290,2023-01-02,2024-12-29,408,29700.61,72.79561274509804,65.23641141318852,408,727
CUST00291,2023-01-03,2024-12-30,398,29113.79,73.15022613065327,65.63845530487593,398,727
CUST00292,2023-01-01,2024-12-26,400,30923.13,77.30782500000001,72.26688054412146,400,725
CUST00293,2023-01-01,2024-12-31,387,30325.31,78.35997416020672,67.3415848953449,387,730
CUST00294,2023-01-04,2024-12-29,381,26719.98,70.1311811023622,63.02445578730159,381,725
CUST00295,2023-01-01,2024-12-31,412,30363.4,73.69757281553399,63.86429686488202,412,730
CUST00296,2023-01-02,2024-12-23,360,27657.86,76.82738888888889,67.07366520620256,360,721
