ds,yhat,yhat_lower,yhat_upper,trend,yearly,weekly,safety_stock,reorder_point,order_quantity,stock_status
2023-02-04,196774.30353720693,187326.07781373707,206312.2390192792,197147.66603078248,0.006570463577856118,-0.0018161757582985697,1020407.1082720783,1217181.4118092852,5903229.106116208,Normal
2023-02-05,197679.7371282914,189212.2805011304,206819.56166074667,197152.45938249113,0.006606988038659939,0.0021442301216022972,1025102.3904090379,1222782.1275373292,5930392.113848742,Normal
2023-02-06,197481.28296793014,187404.894498584,206637.51512371819,197157.25273419978,0.006619630908752103,-0.0015771801975325095,1024073.2721133122,1221554.5550812422,5924438.489037904,Normal
2023-02-07,198951.1858990285,189328.15121279162,209033.74952153576,197162.04608590843,0.006610580646726367,0.0030242163579000847,1031695.707423211,1230646.8933222394,5968535.576970855,Normal
2023-02-08,199748.82995266208,189313.2866494677,208306.48634975063,197166.83943761708,0.006582293379490011,0.005498791004211601,1035832.0283125123,1235580.8582651743,5992464.898579863,Normal
2023-02-09,198883.85142589503,190009.18148057314,208843.21814651616,197171.6327893257,0.006537433192200009,0.0006628199999913869,1031346.5328928885,1230230.3843187836,5966515.542776851,Normal
2023-02-10,197287.36637405425,188895.33937686365,206132.2696546461,197176.42614103435,0.006478812034627032,-0.007936701527922765,1023067.6841516431,1220355.0505256974,5918620.991221627,Normal
2023-02-11,198731.60957992982,190004.0623435021,208264.36897598463,197181.219492743,0.006409330148363734,-0.0018161757582869293,1030557.0565283082,1229288.666108238,5961948.287397895,Normal
2023-02-12,199734.8673639807,190874.9566505822,208339.04255122822,197186.01284445162,0.006331917839794766,0.0021442301216071653,1035759.6228993855,1235494.4902633661,5992046.020919422,Normal
2023-02-13,198915.24428547948,189188.53220806055,209670.16785297132,197190.80619616027,0.0062494793449760005,-0.0015771801975351827,1031509.3259837197,1230424.570269199,5967457.328564384,Normal
2023-02-14,199322.89883670985,189759.53749270627,208758.1013513378,197195.5995478689,0.006164839456675275,0.0030242163579130596,1033623.2890079429,1232946.1878446527,5979686.965101295,Normal
2023-02-15,199158.2932841613,189785.0421964013,208596.67269216687,197200.39289957753,0.006080693512542383,0.005498791004210879,1032769.6985092738,1231927.991793435,5974748.798524839,Normal
2023-02-16,197853.3468020434,188586.04822802063,207692.73093047665,197205.18625128618,0.005999561277596864,0.0006628199999861107,1026002.6733320459,1223856.0201340893,5935600.404061303,Normal
2023-02-17,196362.4877882758,187183.16033237948,205770.0747007334,197209.9796029948,0.005923745194335131,-0.007936701527921738,1018271.5666390812,1214634.054427357,5890874.633648274,Normal
2023-02-18,198136.14523571197,189063.60002753636,207395.8610487414,197214.77295470345,0.005855293419371015,-0.001816175758275288,1027469.1734122713,1225605.3186479833,5944084.357071359,Normal
2023-02-19,199339.9059314599,190172.69941085242,209285.04679930213,197219.5662977973,0.005795968015926672,0.0021442301216004567,1033711.4822326783,1233051.3881641382,5980197.177943798,Normal
2023-02-20,198490.58198332755,189490.10359085555,208039.761180634,197224.35964089117,0.005747218625273588,-0.0015771801975378564,1029307.1663320703,1227797.7483153979,5954717.459499827,Normal
2023-02-21,198795.96215203835,189131.02699160815,208339.70964769923,197229.15298398503,0.005710161895824487,0.003024216357915191,1030890.7678962804,1229686.7300483189,5963878.864561151,Normal
2023-02-22,198642.60150894852,187995.0603032238,208040.41532184655,197233.94632707883,0.00568556690410671,0.005498791004210517,1030095.4898161398,1228738.0913250884,5959278.0452684555,Normal
2023-02-23,197470.68137885336,188524.0222768274,207261.61815276375,197238.73967017268,0.005673846755326495,0.0006628200000206009,1024018.2957436418,1221488.9771224952,5924120.441365601,Normal
2023-02-24,196090.9024197582,187267.32643351992,206348.55933404772,197243.53301326654,0.005675056500819346,-0.007936701527918704,1016863.2138432312,1212954.1162629894,5882727.0725927465,Normal
2023-02-25,197872.3073352037,188393.67419767036,207276.4226800934,197248.3263563604,0.005688897453467895,-0.0018161757582790842,1026100.9964487617,1223973.3037839653,5936169.220056111,Normal
2023-02-26,199113.4090105038,189408.8489102836,208730.83361185167,197253.11969945423,0.005714727918933236,0.0021442301216093437,1032536.9433625576,1231650.3523730612,5973402.2703151135,Normal
2023-02-27,198580.3337178176,189066.2797717399,207794.39596464534,197257.91304254808,0.005751580288996987,-0.0015771801975341974,1029772.5894396971,1228352.9231575148,5957410.011534528,Normal
2023-02-28,199565.23552513798,190111.7818136644,209451.85101747292,197262.7063856419,0.005798184363006036,0.003024216357893823,1034879.9677257532,1234445.203250891,5986957.06575414,Normal
2023-03-01,200187.09502336007,190637.4486607005,209765.26736605013,197267.49972873577,0.005852996674394341,0.005498791004210153,1038104.7274678826,1238291.8224912426,6005612.850700802,Normal
2023-03-02,199393.47942309102,189818.91486879488,208937.89240443794,197272.2930718296,0.005914235501982546,0.0006628200000153247,1033989.296818692,1233382.776241783,5981804.382692731,Normal
2023-03-03,197643.4439162589,188076.89730014018,206825.29938284072,197277.08641492345,0.0059799211416216875,-0.007936701527917677,1024914.1856949351,1222557.6296111941,5929303.317487767,Normal
2023-03-04,198392.57728357028,189063.41236230684,208201.96252342797,197281.8797580173,0.006047920904471661,-0.0018161757582674431,1028798.9460488388,1227191.523332409,5951777.318507109,Normal
2023-03-05,198425.15035775385,188948.05665133958,207937.50017361305,197286.67310111114,0.006115998196352534,0.0021442301216026342,1028967.8593461427,1227393.0097038965,5952754.510732615,Normal
2023-03-06,197049.09031206835,187766.25330632072,206205.16134441487,197291.46644420497,0.006181864920975993,-0.0015771801975300857,1021832.0625129899,1218881.1528250582,5911472.7093620505,Normal
2023-03-07,197799.40577757274,187979.97764293436,206276.5642834459,197296.25978923094,0.006243236341960366,0.0030242163578959543,1025722.9528410677,1223522.3586186403,5933982.173327182,Normal
2023-03-08,198664.0390824479,189684.38611293904,208511.91824579888,197301.05313425692,0.006297887437968108,0.005498791004209431,1030206.6580529963,1228870.6971354443,5959921.172473437,Normal
2023-03-09,198317.5682357501,189067.99709901575,207473.1769530893,197305.8464792829,0.006343709695995538,0.0006628200000034666,1028409.9736870794,1226727.5419228296,5949527.047072503,Normal
2023-03-10,197084.8672891574,187774.7344264932,207129.87078756804,197310.63982430886,0.006378767213682595,-0.007936701527916652,1022017.590201707,1219102.4574908644,5912546.018674722,Normal
2023-03-11,198480.73237554266,189038.7845062615,207737.01114521103,197315.43316933484,0.006401350926312136,-0.0018161757582948008,1029256.0894911581,1227736.821866701,5954421.97126628,Normal
2023-03-12,199338.34342438995,189874.07937350657,208102.21070926668,197320.2265143608,0.006410029741509487,0.0021442301215959247,1033703.3795826256,1233041.7230070154,5980150.302731698,Normal
2023-03-13,198784.8900996503,189551.5542844328,207904.85016477475,197325.01985938678,0.006403697357643691,-0.0015771801975327593,1030833.3518579216,1229618.2419575718,5963546.702989509,Normal
2023-03-14,199967.98928916594,189808.94439627125,208661.97981820116,197329.81320441276,0.006381613563067399,0.0030242163579017,1036968.516872211,1236936.5061613768,5999039.678674978,Normal
2023-03-15,200565.51192123204,190854.3805092397,209879.89783047573,197334.6065494387,0.006343438864705723,0.005498791004209068,1040067.0735950831,1240632.5855163152,6016965.357636961,Normal
2023-03-16,199314.69812666997,189240.20766644273,208817.55432951686,197339.39989446467,0.006289261376854717,0.0006628199999981901,1033580.762810837,1232895.460937507,5979440.943800099,Normal
2023-03-17,196991.1318969811,187632.261960683,206954.1722702746,197344.19323949068,0.006219615014967923,-0.007936701527915625,1021531.5091496895,1218522.6410466705,5909733.956909433,Normal
2023-03-18,197642.63014825227,187916.40524111266,206476.18796920875,197348.98658451665,0.006135488183490781,-0.0018161757582831595,1024909.9657605051,1222552.5959087573,5929278.904447568,Normal
2023-03-19,198341.87835286497,188913.9891765651,207885.65905629902,197353.7799295426,0.006038322320091056,0.0021442301216048117,1028536.0379945679,1226877.9163474329,5950256.350585949,Normal
2023-03-20,198038.30734737555,187963.48576077019,207401.5418995444,197358.57327456857,0.005929999857891726,-0.0015771801975417664,1026961.8181584491,1225000.1255058246,5941149.220421267,Normal
2023-03-21,199498.1849754382,189984.19934331204,208789.74255719007,197363.36661959454,0.005812821388993996,0.0030242163579074464,1034532.2655293926,1234030.4505048308,5984945.549263146,Normal
2023-03-22,200152.24743488038,191177.4795450861,209798.65788224587,197368.1599646205,0.005689472052121546,0.005498791004211288,1037924.0192841837,1238076.2667190642,6004567.423046411,Normal
2023-03-23,198784.8049796445,189891.27997337148,207987.16247093663,197372.9533096465,0.0055629774191480845,0.0006628199999929138,1030832.9104534423,1229617.7154330867,5963544.149389335,Normal
2023-03-24,196378.63669085255,186838.16045585557,205881.4632886473,197377.74665526344,0.0054366494137229,-0.00793670152792071,1018355.309560204,1214733.9462510566,5891359.100725576,Normal
2023-03-25,197094.4022863664,186869.3468334812,206565.8698000632,197382.54000088043,0.0053140230535361115,-0.0018161757582792369,1022067.0355751857,1219161.437861552,5912832.068590992,Normal
2023-03-26,197917.9148921003,189352.14448792167,207867.7778672531,197387.33334649738,0.00519878505923062,0.0021442301215981027,1026337.502305531,1224255.4171976312,5937537.446763009,Normal
2023-03-27,197656.58582253038,188814.36019055362,206868.18590581932,197392.12669211434,0.005094695610492832,-0.0015771801975313217,1024982.3353178006,1222638.921140331,5929697.574675911,Normal
2023-03-28,199098.44097233552,189679.3160533392,208773.51037229356,197396.92003773132,0.005005504746630644,0.003024216357913192,1032459.3240176062,1231557.7649899418,5972953.229170065,Normal
2023-03-29,199895.1238028815,190637.63951452516,208731.2255446891,197401.71338334828,0.004934865098252483,0.005498791004210925,1036590.6603187091,1236485.7841215907,5996853.714086445,Normal
2023-03-30,199034.6590519606,189583.4240518447,208697.91799141362,197406.50672896524,0.004886242792455374,0.0006628200000241134,1032128.5718626764,1231163.230914637,5971039.7715588175,Normal
2023-03-31,197414.5839171069,187860.60352405667,207070.13909059283,197411.30007458222,0.00486282849058509,-0.007936701527913575,1023727.3926750341,1221141.976592141,5922437.517513207,Normal
2023-04-01,198780.14675862738,189593.42302322006,207681.66927551205,197416.09342019918,0.0048674505908053705,-0.001816175758275314,1030808.7544444902,1229588.9012031176,5963404.402758822,Normal
2023-04-02,199644.50323410679,189432.27936093687,208360.09556029236,197420.88676581613,0.004902492653503112,0.002144230121602971,1035291.0241098147,1234935.5273439214,5989335.097023204,Normal
2023-04-03,198662.12408761276,189842.92609393693,208523.73522104052,197425.68011143312,0.004969817083958913,-0.0015771801975339953,1030196.7275168084,1228858.8516044212,5959863.722628383,Normal
2023-04-04,198936.36608669077,190031.38083888456,208066.55946484118,197430.47345705007,0.005070697032171516,0.003024216357915324,1031618.8567288835,1230555.2228155741,5968090.982600723,Normal
2023-04-05,198685.11883528126,189363.17360613457,207281.34322601208,197435.26680266706,0.005205758344830324,0.005498791004210383,1030315.9707490399,1229001.0895843212,5960553.565058438,Normal
2023-04-06,197319.55140038455,188283.78168538146,207716.77294482486,197440.060148284,0.0053749332305586895,0.0006628200000188369,1023234.5851598387,1220554.1365602233,5919586.542011537,Normal
2023-04-07,195779.2036527744,186319.2037489104,205099.76594669424,197444.85349390097,0.005577427079695153,-0.007936701527916649,1015246.8460972781,1211026.0497500524,5873376.109583232,Normal
2023-04-08,197567.4422893264,188097.87093025332,208095.3318351607,197449.64683951795,0.00581169961833483,-0.001816175758271392,1024520.0661428997,1222087.508432226,5927023.268679792,Normal
2023-04-09,198966.81418389786,190027.47066110116,208142.3475840336,197454.43993796603,0.006075461278685459,0.0021442301216040597,1031776.7505913693,1230743.5647752672,5969004.425516936,Normal
2023-04-10,198605.06547649848,188631.2452427329,208286.7320291933,197459.2330364141,0.0063656853405604785,-0.001577180197530336,1029900.8402422887,1228505.905718787,5958151.964294954,Normal
2023-04-11,199672.95720270128,190307.54220584553,209195.3523130082,197464.0261348622,0.006678636049554004,0.003024216357924684,1035438.5770742539,1235111.5342769553,5990188.716081038,Normal
2023-04-12,200337.89061842285,191398.29569755084,210319.91073051444,197468.81923331026,0.007009912554671711,0.005498791004209841,1038886.7040488294,1239224.5946672522,6010136.718552685,Normal
2023-04-13,199702.48539561493,189762.19072257582,208732.47040698866,197473.61233175834,0.007354508140519532,0.0006628200000069787,1035591.7006142786,1235294.1860098934,5991074.561868448,Normal
2023-04-14,198311.79924898205,189257.7495083194,207604.86564668757,197478.4054302064,0.00770688386605988,-0.007936701527915622,1028380.0576106415,1226691.8568596235,5949353.977469461,Normal
2023-04-15,199520.75181608478,190047.7924873012,208804.22688775862,197483.1985286545,0.008061055372401019,-0.001816175758259751,1034649.2897759182,1234170.041592003,5985622.554482544,Normal
2023-04-16,199888.18722690915,190461.22644804537,208591.0368839011,197487.99162710257,0.00841069129545865,0.002144230121605149,1036554.6895069616,1236442.8767338707,5996645.6168072745,Normal
2023-04-17,198583.1498679408,189192.04068956716,208458.47472511366,197492.78472555065,0.00874922142394667,-0.0015771801975266756,1029787.1930721434,1228370.3429400842,5957494.496038225,Normal
2023-04-18,199219.46427525816,189509.50603666395,208408.27770414742,197497.57782399873,0.009069952487161987,0.0030242163578997018,1033086.9112398654,1232306.3755151236,5976583.928257745,Normal
2023-04-19,199987.0550746743,190458.0289985304,208577.3684596034,197502.3709224468,0.009366189247362822,0.005498791004209298,1037067.3857931413,1237054.4408678156,5999611.65224023,Normal
2023-04-20,199665.3216406184,190020.49103246446,209050.9507320639,197507.16402089488,0.00963135841407333,0.0006628200000017024,1035398.9815494067,1235064.303190025,5989959.649218552,Normal
2023-04-21,198446.85938262602,189124.15407780235,207850.50826590895,197511.95711934293,0.009859132797090102,-0.007936701527920705,1029080.4352409369,1227527.294623563,5953405.78147878,Normal
2023-04-22,199586.24216169032,190518.8218717845,209045.92773524046,197516.75021779104,0.010043553074362494,-0.0018161757582635467,1034988.9012647041,1234575.1434263943,5987587.26485071,Normal
2023-04-23,199799.57937966104,190517.51169785816,209011.59125563252,197521.5433162391,0.010179144572047487,0.0021442301216100176,1036095.1982240281,1235894.777603689,5993987.381389831,Normal
2023-04-24,198443.16297250267,189367.09506876927,207235.97346033005,197526.3364146872,0.010261026536862351,-0.0015771801975356828,1029061.266868354,1227504.4298408567,5953294.88917508,Normal
2023-04-25,199140.4091212318,190037.47671210027,207990.4910102876,197530.82815916874,0.01028501152380257,0.003024216357905448,1032676.9570961383,1231817.3662173701,5974212.273636954,Normal
2023-04-26,199938.22567143824,190938.9789871439,208800.04674221444,197535.31990365032,0.010247692722328094,0.005498791004211518,1036814.172496186,1236752.3981676241,5998146.770143148,Normal
2023-04-27,199534.97245921186,190172.50991526997,208648.69330408808,197539.8116481319,0.010146517296488692,0.000662819999993135,1034723.0333749055,1234258.0058341173,5986049.173776356,Normal
2023-04-28,198258.4576371321,188567.16785934757,207440.3288038022,197544.30339261345,0.00997984411322258,-0.007936701527925789,1028103.445477248,1226361.90311438,5947753.7291139625,Normal
2023-04-29,199615.23990817685,190495.40458447076,208787.44721478628,197548.79513709503,0.009746984570881172,-0.0018161757582831858,1035139.2740832419,1234754.5139914188,5988457.197245305,Normal
2023-04-30,200406.44126470108,190596.13502469586,209693.2727006477,197553.28688157658,0.009448225608726083,0.002144230121611106,1039242.1852548686,1239648.6265195697,6012193.237941032,Normal
2023-05-01,199722.23162527566,190756.19928748044,209575.73496539384,197557.77862605813,0.009084834368553648,-0.0015771801975320238,1035694.0980957849,1235416.3297210606,5991666.94875827,Normal
2023-05-02,200695.3682260321,191029.64770338623,210746.81243237952,197562.2703705397,0.008659044381987674,0.003024216357907579,1040740.4658728858,1241435.834098918,6020861.0467809625,Normal
2023-05-03,201021.5460324664,191801.71073155847,210457.12426157345,197566.76211502127,0.008174023561548786,0.005498791004210976,1042431.9171765527,1243453.463209019,6030646.380973992,Normal
2023-05-04,199486.68785780264,189902.37661291554,208898.34380906186,197571.25385950285,0.007633824670124925,0.0006628200000276255,1034472.6452418395,1233959.333099642,5984600.635734079,Normal
2023-05-05,196907.3595799254,187674.0008378052,206721.9640355911,197575.7456039844,0.007043319322403931,-0.007936701527918654,1021097.0933430345,1218004.4529229598,5907220.787397762,Normal
2023-05-06,197334.98858082574,187717.10226352458,206197.0525370802,197580.23734846598,0.006408116923651375,-0.001816175758279263,1023314.6373230059,1220649.6259038318,5920049.657424772,Normal
2023-05-07,197814.21448819473,188779.44065182275,208108.40991379443,197584.72909294753,0.005734470267625202,0.002144230121604397,1025799.7459655324,1223613.960453727,5934426.434645842,Normal
2023-05-08,197305.37692415036,188819.1923075317,205836.15777123472,197589.22083742908,0.005029169788817872,-0.001577180197534697,1023161.0809672414,1220466.4578913918,5919161.307724511,Normal
2023-05-09,198669.57042372806,188958.6655334922,208551.28805284688,197593.71258191066,0.004299428688188061,0.0030242163579097103,1030235.3417777463,1228904.9122014744,5960087.112711842,Normal
2023-05-10,199468.51825460827,189904.69695982718,208587.7657213882,197598.2043263922,0.003552761321151684,0.005498791004210612,1034378.4236289524,1233846.9418835607,5984055.547638248,Normal
2023-05-11,198547.27866932476,189122.82215661986,207251.23727294494,197602.68441432368,0.0027968573483337015,0.0006628200000190583,1029601.1767814383,1228148.455450763,5956418.360079743,Normal
2023-05-12,196772.49474738218,186931.8711232902,205369.64892646586,197607.16450225512,0.0020394542015336643,-0.007936701527923737,1020397.7284802999,1217170.223227682,5903174.842421466,Normal
2023-05-13,198015.52727237312,189033.15521152213,207624.3911261206,197611.64459018657,0.0012882104089685068,-0.00181617575827534,1026843.6881483734,1224859.2154207465,5940465.818171194,Normal
2023-05-14,198931.92328860736,189225.76726875154,208963.70955625048,197616.12467811804,0.0005505822565730902,0.002144230121605486,1031595.8178327297,1230527.741121337,5967957.6986582205,Normal
2023-05-15,198171.377681837,188173.96122999708,207627.02220839993,197620.60476604948,-0.00016629386112401034,-0.0015771801975305853,1027651.8773417049,1225823.2550235419,5945141.33045511,Normal
2023-05-16,198657.88803186727,189365.34761952562,208192.45012906517,197625.08485398095,-0.0008557112226133365,0.0030242163579190713,1030174.7607187254,1228832.6487505927,5959736.640956018,Normal
2023-05-17,198403.34813357692,189073.2878419914,207714.6973551094,197629.56494191242,-0.0015114927371168618,0.0054987910042098905,1028854.8001502703,1227258.1482838471,5952100.444007307,Normal
2023-05-18,196784.8844182858,187578.17411225714,206288.78470184555,197634.04502984387,-0.0021280793835077695,0.000662820000013782,1020461.9772568521,1217246.861675138,5903546.532548574,Normal
2023-05-19,194908.51987154037,185668.1999877567,204167.37561533286,197638.52511777534,-0.002700605728990954,-0.007936701527922712,1010731.7650960619,1205640.2849676022,5847255.596146211,Normal
2023-05-20,196467.06904199702,187412.36001287453,205468.06395816914,197643.00520570678,-0.003224961443331697,-0.0018161757583026981,1018813.8907778069,1215280.959819804,5894012.07125991,Normal
2023-05-21,197731.69188349284,188037.96230378782,206818.59924998644,197647.48529363825,-0.003697838056637038,0.0021442301215987766,1025371.8107579509,1223103.5026414436,5931950.756504785,Normal
2023-05-22,197103.25546742728,187518.87892954538,206446.7165277871,197651.96538156972,-0.0041167605467548225,-0.0015771801975332598,1022112.9452733675,1219216.2007407947,5913097.664022818,Normal
2023-05-23,197551.99051985363,188415.73599679457,207425.59753080553,197656.44546950114,-0.004480103677802741,0.003024216357921202,1024439.9383257917,1221991.9288456454,5926559.715595609,Normal
2023-05-24,197295.21959949846,187895.21719991602,207439.39319484183,197660.9255574326,-0.00478709333496604,0.005498791004209527,1023108.4084074127,1220403.6280069111,5918856.587984954,Normal
2023-05-25,195820.67070816396,186773.06091297543,204804.83772236103,197665.40564536408,-0.005037793405093653,0.0006628200000052147,1015461.8806689576,1211282.5513771216,5874620.121244919,Normal
2023-05-26,194146.46479623692,184996.65470943783,203931.18684653542,197669.88573329552,-0.005233079030092957,-0.007936701527919676,1006779.9969954703,1200926.4617917072,5824393.943887108,Normal
2023-05-27,195822.3716198116,185938.3871464795,204864.16926751126,197674.28775739143,-0.005374597304832236,-0.001816175758298775,1015470.7010398323,1211293.0726596438,5874671.148594348,Normal
2023-05-28,197138.9453303886,188174.68298807045,206761.15192971675,197678.6897814873,-0.005464716697719674,0.0021442301216076636,1022298.021216742,1219436.9665471306,5914168.359911658,Normal
2023-05-29,196717.18175317874,186727.8355752784,206298.71399017476,197683.09180558322,-0.005506466636923588,-0.0015771801975296,1020110.8934035117,1216828.0751566906,5901515.452595362,Normal
2023-05-30,197730.86613033898,189173.46776057797,207070.92045839346,197687.49382967912,-0.005503468825593603,0.0030242163579034496,1025367.5286724714,1223098.3948028104,5931925.983910169,Normal
2023-05-31,198310.56011580618,189337.12360262594,208444.80777422484,197691.895853775,-0.005459861924531864,0.005498791004211747,1028373.631871721,1226684.191987527,5949316.803474185,Normal
2023-06-01,197526.44879365398,188350.94224109163,207077.20919564323,197696.2978778709,-0.00538022127087709,0.0006628199999999381,1024307.4872968558,1221833.9360905099,5925793.46380962,Normal
2023-06-02,195923.45557353628,186588.20906934535,204931.73703417086,197700.6999019668,-0.0052694752882087885,-0.00793670152791865,1015994.8893258978,1211918.3448994341,5877703.667206088,Normal
2023-06-03,196898.70230061872,187572.5051149763,206263.27292433934,197705.1019260627,-0.005132820189953987,-0.0018161757582948529,1021052.1995272058,1217950.9018278245,5906961.069018561,Normal
2023-06-04,197057.2880094334,187945.0495753223,206819.37674696924,197709.50395015857,-0.004975634488393539,0.0021442301216009546,1021874.5730873503,1218931.8610967838,5911718.640283002,Normal
2023-06-05,195587.55526634,186628.5960093946,204828.49442046697,197713.90597425448,-0.004803394700666585,-0.0015771801975322732,1014253.0203167207,1209840.5755830607,5867626.6579902,Normal
2023-06-06,196088.02436210934,186396.96970043128,205271.52662729804,197718.30799835036,-0.004621593497134631,0.0030242163579055808,1016848.2891786275,1212936.313540737,5882640.730863281,Normal
